Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
3897       | -119.88         | -0.90          
3898       | -113.81         | -5.82          
3899       | -96.73          | 17.36          
3900       | -105.44         | 0.39           
3901       | -115.10         | -3.52          
3902       | -90.73          | 2.49           
3903       | -115.27         | 10.60          
3904       | -90.39          | 27.20          
3905       | -122.88         | 2.96           
3906       | -91.44          | -0.85          
3907       | -115.10         | 4.93           
3908       | -240.00         | 12.21          
3909       | -119.22         | 6.59           
3910       | -86.83          | 13.11          
3911       | -85.64          | 10.59          
3912       | -119.06         | -10.70         
3913       | -90.55          | 6.51           
3914       | -107.14         | 10.02          
3915       | -100.69         | 6.42           
3916       | -112.80         | 12.70          
3917       | -107.00         | 4.03           
3918       | -115.35         | 10.44          
3919       | -126.76         | 2.35           
3920       | -111.05         | 1.91           
3921       | -109.96         | -0.45          
3922       | -89.75          | 12.35          
3923       | -107.41         | 6.23           
3924       | -117.22         | -0.02          
3925       | -130.16         | 1.48           
3926       | -119.83         | 1.81           
3927       | -121.12         | 2.39           
3928       | -103.59         | 0.05           
3929       | -97.53          | 6.18           
3930       | -125.84         | 0.85           
3931       | -102.20         | -3.48          
3932       | -109.98         | 0.43           
3933       | -97.52          | 5.07           
3934       | -104.73         | 4.96           
3935       | -105.57         | -0.96          
3936       | -100.68         | -12.41         
3937       | -82.18          | 28.27          
3938       | -112.60         | 10.09          
3939       | -117.49         | 8.03           
3940       | -106.78         | 13.53          
3941       | -91.17          | 24.18          
3942       | -105.88         | 8.96           
3943       | -104.36         | 9.17           
3944       | -131.58         | -8.98          
3945       | -109.38         | -9.38          
3946       | -106.67         | 4.14           
3947       | -108.68         | -3.27          
3948       | -107.36         | 9.20           
3949       | -83.46          | 11.11          
3950       | -103.63         | -8.54          
3951       | -97.42          | 0.54           
3952       | -104.47         | 1.56           
3953       | -96.33          | 3.20           
3954       | -101.29         | 3.05           
3955       | -110.79         | -9.36          
3956       | -111.39         | 11.75          
3957       | -101.65         | 7.91           
3958       | -103.29         | -3.85          
3959       | -116.51         | 4.49           
3960       | -110.77         | 14.43          
3961       | -79.25          | 17.85          
3962       | -115.61         | -6.91          
3963       | -116.74         | -2.61          
3964       | -86.56          | 17.25          
3965       | -89.97          | 26.01          
3966       | -98.53          | 10.34          
3967       | -102.99         | 7.33           
3968       | -98.49          | 13.03          
3969       | -109.12         | 11.10          
3970       | -83.32          | 6.10           
3971       | -69.07          | 17.75          
3972       | -84.02          | 12.57          
3973       | -109.88         | -0.59          
3974       | -100.83         | 7.45           
3975       | -122.60         | -2.04          
3976       | -128.22         | 0.92           
3977       | -115.42         | -11.90         
3978       | -103.21         | 10.97          
3979       | -78.51          | 9.71           
3980       | -113.18         | -1.70          
3981       | -101.42         | 8.83           
3982       | -109.36         | -5.77          
3983       | -134.23         | 4.05           
3984       | -96.73          | -2.83          
3985       | -66.96          | 22.78          
